Date,Aid Year,Status,Count,Total Admit Count,Total ISIR Received,Total ISIR Rejected,Total Valid ISIR %,IS Admit Count,IS ISIR Received,IS ISIR Rejected,IS Valid ISIR %,OS Admit Count,OS ISIR Received,OS ISIR Rejected,OS Valid ISIR %,REGNL Admit Count,REGNL ISIR Received,REGNL ISIR Rejected,REGNL Valid ISIR %,Citizenship,2nd BA,Birth Certificate,Parent No Support,Over Agg,High School,Emancipated Minor,Homeless,Legal Guardian,Orphan,Awarded,Awarded %,Selected,Verified,Verified %,IS Verified %,OS Verified %,Student Type,Packaged,Packaged %,Term Type
2022-01-26,2022-2023,Deposit,Current,179,115,3.0,0.6256983240223464,115.0,80.0,2.0,0.6782608695652174,45.0,26.0,1.0,0.5555555555555556,13.0,9.0,0.0,0.6923076923076923,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,0.8214285714285714,6,0,0.0,0.0,0.0,All,,,Fall
2022-01-26,2022-2023,Deposit,Total,182,115,3.0,0.6153846153846154,117.0,80.0,2.0,0.6666666666666666,45.0,26.0,1.0,0.5555555555555556,13.0,9.0,0.0,0.6923076923076923,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,0.8214285714285714,6,0,0.0,0.0,0.0,All,,,Fall
2022-01-26,2022-2023,Admit,Current,8186,5348,113.0,0.639506474468605,4133.0,3106.0,66.0,0.7355431889668521,2860.0,1590.0,36.0,0.5433566433566434,943.0,652.0,11.0,0.679745493107105,163.0,72.0,2.0,4.0,0.0,0.0,0.0,5.0,66.0,31.0,3197.0,0.6106972301814708,415,0,0.0,0.0,0.0,All,,,Fall
2022-01-26,2022-2023,Admit,Total,8316,5396,113.0,0.6352813852813853,4193.0,3131.0,66.0,0.7309802051037443,2917.0,1609.0,36.0,0.5392526568392184,952.0,656.0,11.0,0.6775210084033614,163.0,72.0,2.0,4.0,0.0,0.0,0.0,5.0,66.0,31.0,3217.0,0.6089343176225629,415,0,0.0,0.0,0.0,All,,,Fall
2022-02-02,2022-2023,Deposit,Current,254,150,4.0,0.5748031496062992,147.0,100.0,3.0,0.6598639455782312,56.0,36.0,1.0,0.625,18.0,14.0,0.0,0.7777777777777778,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.821917808219178,14,3,0.21428571428571427,0.375,0.0,All,,,Fall
2022-02-02,2022-2023,Deposit,Total,255,150,4.0,0.5725490196078431,148.0,100.0,3.0,0.6554054054054054,56.0,36.0,1.0,0.625,18.0,14.0,0.0,0.7777777777777778,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.821917808219178,14,3,0.21428571428571427,0.375,0.0,All,,,Fall
2022-02-02,2022-2023,Admit,Current,8339,5577,108.0,0.6558340328576568,4203.0,3216.0,64.0,0.7499405186771354,2906.0,1688.0,34.0,0.5691672401927047,952.0,673.0,10.0,0.6964285714285714,162.0,49.0,2.0,4.0,0.0,0.0,0.0,5.0,66.0,31.0,4865.0,0.889559334430426,417,3,0.007194244604316547,0.0115,0.0,All,,,Fall
2022-02-02,2022-2023,Admit,Total,8440,5641,108.0,0.6555687203791469,4248.0,3251.0,64.0,0.7502354048964218,2952.0,1712.0,34.0,0.5684281842818428,959.0,678.0,10.0,0.6965589155370178,162.0,49.0,2.0,4.0,0.0,0.0,0.0,5.0,66.0,31.0,4903.0,0.8861377191397072,418,3,0.007177033492822967,0.0115,0.0,All,,,Fall
2022-02-09,2022-2023,Deposit,Current,313,186,5.0,0.5782747603833865,168.0,124.0,3.0,0.7202380952380952,66.0,47.0,2.0,0.6818181818181818,20.0,15.0,0.0,0.75,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,135.0,0.7458563535911602,14,3,0.21428571428571427,0.3,0.0,All,,,Fall
2022-02-09,2022-2023,Deposit,Total,314,186,5.0,0.5764331210191083,169.0,124.0,3.0,0.7159763313609467,66.0,47.0,2.0,0.6818181818181818,20.0,15.0,0.0,0.75,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,135.0,0.7458563535911602,14,3,0.21428571428571427,0.3,0.0,All,,,Fall
2022-02-09,2022-2023,Admit,Current,8339,5823,104.0,0.6858136467202303,4236.0,3326.0,60.0,0.771010387157696,2905.0,1794.0,35.0,0.6055077452667814,940.0,701.0,6.0,0.7393617021276596,181.0,61.0,2.0,6.0,0.0,0.0,0.0,6.0,72.0,36.0,4855.0,0.8489246371743312,491,3,0.006109979633401222,0.01,0.0,All,,,Fall
2022-02-09,2022-2023,Admit,Total,8555,5905,104.0,0.678082992402104,4314.0,3371.0,60.0,0.7675011590171534,2967.0,1823.0,35.0,0.60262891809909,965.0,711.0,9.0,0.7274611398963731,181.0,61.0,2.0,6.0,0.0,0.0,0.0,6.0,73.0,36.0,4910.0,0.8464057921048095,493,3,0.006085192697768763,0.01,0.0,All,,,Fall
2022-02-16,2022-2023,Deposit,Current,353,206,4.0,0.5722379603399433,187.0,139.0,2.0,0.732620320855615,70.0,50.0,2.0,0.6857142857142857,21.0,17.0,0.0,0.8095238095238095,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,147.0,0.7277227722772277,17,4,0.23529411764705882,0.01,0.0,All,,,Fall
2022-02-16,2022-2023,Deposit,Total,362,209,4.0,0.5662983425414365,192.0,141.0,2.0,0.7239583333333334,72.0,51.0,2.0,0.6805555555555556,21.0,17.0,0.0,0.8095238095238095,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,149.0,0.7268292682926829,17,4,0.23529411764705882,0.36,0.0,All,,,Fall
2022-02-16,2022-2023,Admit,Current,8422,5907,107.0,0.6886725243410117,4250.0,3389.0,60.0,0.7832941176470588,2897.0,1813.0,39.0,0.6123576113220573,950.0,705.0,8.0,0.7336842105263158,188.0,62.0,2.0,8.0,0.0,0.0,0.0,6.0,75.0,38.0,4834.0,0.8334482758620689,506,4,0.007905138339920948,0.01,0.0,All,,,Fall
2022-02-16,2022-2023,Admit,Total,8621,6017,107.0,0.6855353207284538,4346.0,3446.0,60.0,0.7791072250345145,2976.0,1855.0,39.0,0.6102150537634409,965.0,716.0,8.0,0.7336787564766839,189.0,46.0,2.0,8.0,0.0,0.0,0.0,6.0,76.0,39.0,4910.0,0.8307952622673435,508,4,0.007874015748031496,0.0128,0.0,All,,,Fall
2022-02-23,2022-2023,Deposit,Current,418,254,3.0,0.6004784688995215,221.0,169.0,2.0,0.755656108597285,86.0,64.0,1.0,0.7325581395348837,26.0,21.0,0.0,0.8076923076923077,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.9641434262948207,19,4,0.21052631578947367,0.33,0.0,All,,,Fall
2022-02-23,2022-2023,Deposit,Total,421,255,3.0,0.5985748218527316,224.0,170.0,2.0,0.75,86.0,64.0,1.0,0.7325581395348837,26.0,21.0,0.0,0.8076923076923077,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.9642857142857143,19,4,0.21052631578947367,0.33,0.0,All,,,Fall
2022-02-23,2022-2023,Admit,Current,11075,7594,126.0,0.6743115124153499,5754.0,4510.0,73.0,0.7711157455683003,3591.0,2197.0,43.0,0.5998329156223893,1213.0,887.0,0.0,0.731244847485573,294.0,84.0,2.0,11.0,0.0,0.0,0.0,9.0,88.0,43.0,6925.0,0.927289769683985,690,6,0.008695652173913044,0.0143,0.0,All,,,Fall
2022-02-23,2022-2023,Admit,Total,11306,7726,126.0,0.6722094463116929,5865.0,4576.0,73.0,0.767774936061381,3685.0,2251.0,43.0,0.5991858887381275,1231.0,899.0,10.0,0.7221770917952883,295.0,84.0,2.0,11.0,0.0,0.0,0.0,9.0,89.0,44.0,7022.0,0.9239473684210526,674,6,0.008902077151335312,0.0142,0.0,All,,,Fall
2022-03-02,2022-2023,Deposit,Current,490,302,3.0,0.610204081632653,264.0,204.0,2.0,0.765151515151515,96.0,73.0,1.0,0.75,29.0,24.0,0.0,0.827586206896552,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,289.0,0.966555183946488,24,5,0.208333333333333,0.333333333333333,0.0,All,,,Fall
2022-03-02,2022-2023,Deposit,Total,497,306,3.0,0.609657947686117,269.0,207.0,2.0,0.762081784386617,97.0,74.0,1.0,0.752577319587629,29.0,24.0,0.0,0.827586206896552,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,293.0,0.966996699669967,25,5,0.2,0.3125,0.0,All,,,Fall
2022-03-02,2022-2023,Admit,Current,11137,7782,113.0,0.688605549070665,5798.0,4617.0,65.0,0.785098309761987,3586.0,2255.0,37.0,0.618516452872281,1215.0,908.0,11.0,0.738271604938272,303.0,84.0,2.0,11.0,0.0,0.0,0.0,9.0,90.0,43.0,7073.0,0.922284522101969,708,12,0.0169491525423729,0.0255220417633411,0.0,All,,,Fall
2022-03-02,2022-2023,Admit,Total,11413,7949,113.0,0.686585472706563,5932.0,4703.0,65.0,0.78186109238031,3698.0,2321.0,37.0,0.61763115197404,1236.0,923.0,11.0,0.737864077669903,306.0,84.0,2.0,11.0,0.0,0.0,0.0,9.0,91.0,44.0,7203.0,0.919218989280245,717,12,0.0167364016736402,0.0252873563218391,0.0,All,,,Fall
2022-03-09,2022-2023,Deposit,Current,574,363,5.0,0.623693379790941,313.0,256.0,4.0,0.805111821086262,106.0,79.0,1.0,0.735849056603774,33.0,28.0,0.0,0.848484848484849,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,333.0,0.930167597765363,32,5,0.15625,0.238095238095238,0.0,All,,,Fall
2022-03-09,2022-2023,Deposit,Total,581,367,5.0,0.623063683304647,318.0,259.0,4.0,0.80188679245283,107.0,80.0,1.0,0.738317757009346,33.0,28.0,0.0,0.848484848484849,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,337.0,0.930939226519337,33,5,0.151515151515152,0.227272727272727,0.0,All,,,Fall
2022-03-09,2022-2023,Admit,Current,11171,7980,116.0,0.703965625279742,5828.0,4757.0,72.0,0.803877831159918,3586.0,2303.0,32.0,0.63329615170106,1215.0,919.0,12.0,0.746502057613169,300.0,91.0,1.0,12.0,0.0,0.0,0.0,11.0,92.0,43.0,7053.0,0.896871820956256,789,17,0.0215462610899873,0.0275423728813559,0.0130434782608696,All,,,Fall
2022-03-09,2022-2023,Admit,Total,11477,8167,116.0,0.701489936394528,5974.0,4853.0,72.0,0.800301305657851,3712.0,2377.0,32.0,0.631734913793103,1239.0,936.0,12.0,0.745762711864407,303.0,91.0,1.0,12.0,0.0,0.0,0.0,11.0,93.0,44.0,7203.0,0.894671469382685,799,17,0.0212765957446809,0.0273109243697479,0.0128205128205128,All,,,Fall
2022-03-16,2022-2023,Deposit,Current,643,431,6.0,0.660964230171073,367.0,307.0,5.0,0.822888283378747,112.0,90.0,1.0,0.794642857142857,39.0,34.0,0.0,0.871794871794872,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,393.0,0.924705882352941,41,7,0.170731707317073,0.222222222222222,0.0769230769230769,All,,,Fall
2022-03-16,2022-2023,Deposit,Total,651,436,6.0,0.660522273425499,373.0,311.0,5.0,0.820375335120643,113.0,91.0,1.0,0.79646017699115,39.0,34.0,0.0,0.871794871794872,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,398.0,0.925581395348837,42,7,0.166666666666667,0.214285714285714,0.0769230769230769,All,,,Fall
2022-03-16,2022-2023,Admit,Current,13157,9257,135.0,0.693319145701908,6930.0,5614.0,82.0,0.798268398268398,4052.0,2582.0,41.0,0.627097729516288,1412.0,1061.0,12.0,0.742917847025496,339.0,118.0,1.0,16.0,0.0,0.0,1.0,16.0,106.0,47.0,7284.0,0.798509098881824,919,28,0.0304678998911861,0.0335689045936396,0.0277777777777778,All,,,Fall
2022-03-16,2022-2023,Admit,Total,13503,9472,135.0,0.69147596830334,7094.0,5727.0,82.0,0.795742881308148,4194.0,2664.0,41.0,0.625417262756319,1440.0,1081.0,12.0,0.742361111111111,344.0,118.0,1.0,16.0,0.0,0.0,1.0,16.0,107.0,48.0,7460.0,0.798971832494377,932,28,0.0300429184549356,0.0332749562171629,0.0271317829457364,All,,,Fall
2022-03-23,2022-2023,Deposit,Current,714,490,7.0,0.676470588235294,411.0,350.0,5.0,0.839416058394161,122.0,100.0,2.0,0.80327868852459,46.0,40.0,0.0,0.869565217391304,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,458.0,0.94824016563147,47,8,0.170212765957447,0.21875,0.0769230769230769,All,,,Fall
2022-03-23,2022-2023,Deposit,Total,724,497,7.0,0.676795580110497,419.0,356.0,5.0,0.837708830548926,123.0,101.0,2.0,0.804878048780488,46.0,40.0,0.0,0.869565217391304,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,465.0,0.948979591836735,48,8,0.166666666666667,0.212121212121212,0.0769230769230769,All,,,Fall
2022-03-23,2022-2023,Admit,Current,13159,9372,138.0,0.701725055095372,6933.0,5682.0,89.0,0.806721476994086,4035.0,2615.0,39.0,0.638413878562577,1412.0,1075.0,10.0,0.754249291784703,317.0,66.0,1.0,17.0,0.0,0.0,1.0,16.0,106.0,47.0,8449.0,0.914988087502707,935,34,0.0363636363636364,0.0397923875432526,0.0352941176470588,All,,,Fall
2022-03-23,2022-2023,Admit,Total,13570,9631,138.0,0.699557848194547,7122.0,5815.0,89.0,0.803987643920247,4209.0,2716.0,39.0,0.636018056545498,1446.0,1100.0,10.0,0.753803596127248,323.0,66.0,1.0,17.0,0.0,0.0,1.0,16.0,107.0,48.0,8668.0,0.913093858632677,955,34,0.0356020942408377,0.0392491467576792,0.0340909090909091,All,,,Fall
2022-03-30,2022-2023,Deposit,Current,841,580,8.0,0.680142687277051,498.0,415.0,6.0,0.821285140562249,145.0,117.0,2.0,0.793103448275862,53.0,47.0,0.0,0.886792452830189,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,538.0,0.940559440559441,57,12,0.210526315789474,0.205128205128205,0.25,All,,,Fall
2022-03-30,2022-2023,Deposit,Total,854,589,8.0,0.680327868852459,509.0,423.0,6.0,0.819253438113949,146.0,118.0,2.0,0.794520547945205,53.0,47.0,0.0,0.886792452830189,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,545.0,0.938037865748709,58,12,0.206896551724138,0.2,0.25,All,,,Fall
2022-03-30,2022-2023,Admit,Current,14868,10360,177.0,0.684893731503901,8024.0,6399.0,119.0,0.782652043868395,4435.0,2799.0,45.0,0.620969560315671,1540.0,1161.0,13.0,0.745454545454545,349.0,67.0,1.0,19.0,1.0,0.0,0.0,16.0,117.0,50.0,8614.0,0.845919670038299,1046,44,0.0420650095602294,0.0454545454545455,0.0467625899280576,All,,,Fall
2022-03-30,2022-2023,Admit,Total,15400,10710,177.0,0.683961038961039,8267.0,6572.0,119.0,0.780573363977259,4663.0,2942.0,45.0,0.62127385803131,1586.0,1195.0,13.0,0.745271122320303,359.0,67.0,1.0,19.0,1.0,0.0,0.0,16.0,119.0,52.0,8915.0,0.846387543909617,1074,45,0.0418994413407821,0.0447761194029851,0.0445205479452055,All,,,Fall
2022-04-06,2022-2023,Deposit,Current,1045,759,9.0,0.717703349282297,661.0,564.0,8.0,0.841149773071104,177.0,141.0,1.0,0.790960451977401,61.0,54.0,0.0,0.885245901639344,15.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,705.0,0.94,71,16,0.225352112676056,0.211538461538462,0.235294117647059,All,,,Fall
2022-04-06,2022-2023,Deposit,Total,1064,773,9.0,0.718045112781955,675.0,575.0,8.0,0.84,179.0,142.0,1.0,0.787709497206704,63.0,56.0,0.0,0.888888888888889,17.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,717.0,0.93848167539267,73,16,0.219178082191781,0.203703703703704,0.235294117647059,All,,,Fall
2022-04-06,2022-2023,Admit,Current,14908,10448,174.0,0.689160182452375,8047.0,6462.0,116.0,0.788616875854356,4434.0,2831.0,45.0,0.628326567433469,1540.0,1155.0,13.0,0.741558441558442,340.0,65.0,0.0,21.0,1.0,0.0,0.0,16.0,111.0,46.0,9474.0,0.922133540977224,1069,54,0.0505144995322732,0.0595238095238095,0.0413793103448276,All,,,Fall
2022-04-06,2022-2023,Admit,Total,15608,10919,175.0,0.688364941055869,8361.0,6697.0,117.0,0.786987202487741,4722.0,3007.0,45.0,0.627276577721305,1615.0,1215.0,13.0,0.744272445820433,354.0,66.0,1.0,21.0,1.0,0.0,0.0,16.0,115.0,48.0,9889.0,0.92042069992554,1108,56,0.0505415162454874,0.058055152394775,0.0423452768729642,All,,,Fall
2022-04-13,2022-2023,Deposit,Current,1254,942,11.0,0.742424242424242,817.0,703.0,9.0,0.849449204406365,215.0,172.0,2.0,0.790697674418605,76.0,67.0,0.0,0.881578947368421,20.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,878.0,0.943071965628357,89,21,0.235955056179775,0.196969696969697,0.35,All,,,Fall
2022-04-13,2022-2023,Deposit,Total,1284,965,11.0,0.742990654205608,837.0,718.0,9.0,0.847072879330944,219.0,175.0,2.0,0.789954337899543,81.0,72.0,0.0,0.888888888888889,22.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,899.0,0.942348008385744,92,21,0.228260869565217,0.188405797101449,0.35,All,,,Fall
2022-04-13,2022-2023,Admit,Current,14671,10298,159.0,0.691091268488856,7942.0,6398.0,104.0,0.79249559304961,4302.0,2762.0,41.0,0.632496513249651,1519.0,1138.0,14.0,0.739960500329164,324.0,58.0,0.0,22.0,1.0,0.0,1.0,17.0,108.0,42.0,9306.0,0.917841996252096,1074,65,0.0605214152700186,0.0720720720720721,0.0508474576271186,All,,,Fall
2022-04-13,2022-2023,Admit,Total,15920,11193,162.0,0.692902010050251,8487.0,6837.0,105.0,0.7932131495228,4836.0,3107.0,43.0,0.63358147229115,1660.0,1249.0,14.0,0.743975903614458,342.0,59.0,1.0,22.0,1.0,0.0,1.0,18.0,114.0,47.0,10131.0,0.918411748708186,1153,70,0.0607111882046834,0.0706214689265537,0.0523076923076923,All,,,Fall
2022-04-20,2022-2023,Deposit,Current,1459,1135,15.0,0.767649074708705,980.0,857.0,11.0,0.863265306122449,246.0,199.0,4.0,0.792682926829268,89.0,79.0,0.0,0.887640449438202,28.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,1078.0,0.9625,105,30,0.285714285714286,0.272727272727273,0.32,All,,,Fall
2022-04-20,2022-2023,Deposit,Total,1509,1175,15.0,0.768721007289596,1008.0,880.0,11.0,0.862103174603175,258.0,208.0,4.0,0.790697674418605,97.0,87.0,0.0,0.896907216494845,30.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,1116.0,0.962068965517241,111,32,0.288288288288288,0.271604938271605,0.333333333333333,All,,,Fall
2022-04-20,2022-2023,Admit,Current,14516,10228,166.0,0.693166161476991,7889.0,6406.0,112.0,0.797819749017619,4207.0,2701.0,41.0,0.632279534109817,1487.0,1121.0,13.0,0.745124411566913,319.0,60.0,0.0,22.0,1.0,0.0,1.0,17.0,110.0,45.0,9419.0,0.936096203538064,1066,82,0.0769230769230769,0.0925373134328358,0.0596491228070175,All,,,Fall
2022-04-20,2022-2023,Admit,Total,16028,11337,169.0,0.696780633890691,8534.0,6927.0,113.0,0.798453245840169,4857.0,3147.0,43.0,0.639077619929998,1663.0,1263.0,13.0,0.751653638003608,342.0,61.0,1.0,22.0,1.0,0.0,1.0,18.0,116.0,50.0,10453.0,0.935977793696275,1164,89,0.0764604810996564,0.0904033379694019,0.0615384615384615,All,,,Fall
